URN,COHORT,OVERALL,FEC,OTHERFE,SSF,SFC,APPREN,HEI,COMBO,KNOWN,UNKNOWN,OVERALLPER,FECPER,OTHERFEPER,SSFPER,SFCPER,APPRENPER,HEIPER,COMBOPER,KNOWNPER,UNKNOWNPER
134369,170,150,60,SUPP,80,5,5,0,0,15,10,85%,35%,SUPP,47%,2%,4%,0%,0%,8%,7%
102043,270,240,50,SUPP,155,30,5,0,5,20,10,89%,19%,SUPP,58%,11%,1%,0%,1%,7%,4%
136327,220,200,65,SUPP,125,15,5,0,SUPP,10,10,92%,29%,SUPP,56%,7%,3%,0%,SUPP,4%,4%
102045,240,220,60,5,135,15,SUPP,0,0,15,10,90%,25%,3%,57%,6%,SUPP,0%,0%,5%,4%
102047,240,220,45,SUPP,160,10,5,0,SUPP,10,5,95%,20%,SUPP,69%,5%,1%,0%,SUPP,3%,2%
102048,190,180,50,SUPP,105,20,SUPP,0,0,10,5,94%,28%,SUPP,55%,11%,SUPP,0%,0%,4%,2%
102049,210,180,55,5,115,5,5,0,0,15,10,87%,28%,1%,55%,3%,2%,0%,0%,7%,5%
102050,220,180,55,5,110,5,5,0,SUPP,30,15,80%,25%,1%,50%,2%,1%,0%,SUPP,14%,6%
132256,240,210,55,5,130,20,5,0,SUPP,15,15,87%,22%,1%,55%,8%,1%,0%,SUPP,7%,6%
102052,180,160,50,SUPP,90,25,5,0,SUPP,10,10,91%,27%,SUPP,50%,13%,2%,0%,SUPP,5%,4%
102053,180,160,40,SUPP,85,35,5,0,0,10,5,92%,23%,SUPP,48%,20%,2%,0%,0%,6%,3%
102055,180,180,SUPP,0,175,SUPP,0,0,0,SUPP,5,97%,SUPP,0%,96%,SUPP,0%,0%,0%,SUPP,3%
102056,220,180,50,0,110,20,SUPP,0,SUPP,15,25,82%,23%,0%,49%,8%,SUPP,0%,SUPP,6%,12%
102058,180,160,25,SUPP,130,10,5,0,0,10,5,92%,14%,SUPP,72%,5%,2%,0%,0%,4%,3%
137094,180,160,40,SUPP,110,5,5,0,0,10,10,89%,22%,SUPP,62%,4%,2%,0%,0%,6%,6%
135958,220,190,65,5,105,10,10,0,5,15,15,85%,29%,3%,48%,4%,4%,0%,1%,7%,8%
102153,220,200,55,SUPP,115,30,SUPP,0,0,15,10,89%,24%,SUPP,51%,14%,SUPP,0%,0%,8%,4%
102154,240,210,60,5,120,20,5,0,0,15,15,86%,25%,3%,50%,8%,2%,0%,0%,7%,7%
102155,200,170,75,5,40,55,5,0,SUPP,15,10,87%,37%,3%,19%,27%,2%,0%,SUPP,8%,5%
102156,240,220,40,SUPP,175,5,SUPP,0,0,5,15,91%,16%,SUPP,72%,2%,SUPP,0%,0%,2%,7%
102157,240,200,105,10,55,35,5,0,0,20,15,85%,45%,4%,23%,14%,2%,0%,0%,9%,6%
102158,190,150,55,SUPP,45,45,SUPP,0,0,20,15,81%,31%,SUPP,24%,25%,SUPP,0%,0%,10%,9%
131758,210,190,30,5,140,10,SUPP,0,SUPP,15,10,88%,15%,1%,66%,6%,SUPP,0%,SUPP,8%,4%
131757,230,210,85,5,50,65,SUPP,0,0,10,10,90%,37%,3%,22%,29%,SUPP,0%,0%,5%,4%
102161,170,140,40,SUPP,80,15,SUPP,0,0,20,10,80%,24%,SUPP,46%,10%,SUPP,0%,0%,13%,7%
102167,50,40,10,0,10,20,SUPP,0,0,5,5,83%,21%,0%,21%,40%,SUPP,0%,0%,10%,8%
133386,140,130,25,5,95,10,5,0,0,10,5,92%,17%,3%,66%,6%,5%,0%,0%,6%,2%
137204,300,260,130,5,120,10,5,0,0,20,15,89%,44%,1%,40%,4%,1%,0%,0%,6%,4%
137075,290,260,105,5,130,25,5,0,0,10,10,93%,36%,1%,45%,9%,1%,0%,0%,4%,3%
137199,170,160,80,0,75,5,0,0,0,5,5,94%,47%,0%,43%,3%,0%,0%,0%,3%,3%
137028,300,290,70,5,200,15,SUPP,0,0,5,5,96%,23%,1%,66%,5%,SUPP,0%,0%,2%,2%
102239,250,230,90,SUPP,130,15,SUPP,0,0,10,10,92%,35%,SUPP,51%,6%,SUPP,0%,0%,3%,4%
137198,200,190,85,SUPP,80,15,5,0,0,10,5,93%,43%,SUPP,40%,8%,2%,0%,0%,4%,3%
137178,170,160,80,0,75,5,SUPP,0,0,10,5,92%,47%,0%,42%,3%,SUPP,0%,0%,5%,3%
137177,170,140,95,SUPP,40,10,5,0,0,20,10,84%,55%,SUPP,23%,5%,3%,0%,0%,11%,5%
102243,150,140,40,SUPP,10,90,5,0,0,5,SUPP,95%,27%,SUPP,6%,60%,3%,0%,0%,4%,SUPP
102244,140,130,30,SUPP,15,85,5,0,0,SUPP,5,96%,23%,SUPP,10%,63%,2%,0%,0%,SUPP,2%
137197,190,170,35,5,45,80,5,0,0,15,10,86%,18%,3%,24%,41%,3%,0%,0%,8%,6%
137396,130,110,45,5,SUPP,55,5,0,0,20,SUPP,84%,37%,3%,SUPP,43%,3%,0%,0%,14%,SUPP
136576,210,170,80,10,5,80,10,0,0,30,10,81%,37%,4%,2%,38%,6%,0%,0%,13%,6%
137414,190,160,55,5,15,80,10,0,0,20,10,83%,28%,4%,9%,43%,6%,0%,0%,12%,5%
102341,190,160,50,5,5,95,10,0,0,20,15,82%,27%,3%,3%,49%,5%,0%,0%,11%,7%
102342,190,160,45,5,5,105,5,0,0,20,15,84%,23%,3%,3%,54%,4%,0%,0%,10%,7%
102343,120,100,55,SUPP,5,40,5,0,0,10,5,89%,47%,SUPP,4%,36%,4%,0%,0%,7%,4%
102344,180,170,55,10,15,85,15,0,0,10,5,92%,30%,6%,8%,48%,9%,0%,0%,4%,4%
102345,150,130,65,5,15,40,10,0,0,15,10,83%,42%,3%,11%,27%,5%,0%,0%,9%,7%
137189,180,160,55,15,5,85,20,0,0,15,5,89%,31%,8%,3%,46%,10%,0%,0%,8%,4%
102348,170,120,65,10,SUPP,45,10,0,0,30,15,74%,40%,6%,SUPP,27%,5%,0%,0%,17%,9%
137145,210,190,40,0,135,10,5,0,SUPP,10,10,90%,19%,0%,64%,5%,1%,0%,SUPP,5%,5%
137040,150,150,20,SUPP,100,25,5,0,SUPP,5,5,96%,12%,SUPP,66%,17%,3%,0%,SUPP,2%,2%
102351,210,200,35,5,100,60,10,0,0,10,5,94%,15%,3%,47%,29%,4%,0%,0%,5%,1%
136663,160,150,60,5,10,70,10,0,0,10,5,89%,38%,2%,7%,41%,5%,0%,0%,7%,4%
136600,190,180,10,SUPP,165,10,5,0,0,SUPP,5,96%,4%,SUPP,87%,5%,2%,0%,0%,SUPP,3%
137233,120,120,15,SUPP,80,20,5,0,0,5,SUPP,93%,11%,SUPP,64%,17%,2%,0%,0%,6%,SUPP
137407,180,170,25,SUPP,135,5,5,0,SUPP,10,5,92%,15%,SUPP,74%,2%,2%,0%,SUPP,6%,2%
136329,60,60,10,0,50,0,0,0,0,SUPP,5,94%,16%,0%,78%,0%,0%,0%,0%,SUPP,5%
102440,180,160,40,5,120,0,5,0,0,10,5,90%,21%,2%,67%,0%,3%,0%,0%,7%,4%
136519,300,270,45,10,215,SUPP,10,0,0,10,15,92%,15%,3%,73%,SUPP,3%,0%,0%,4%,4%
102442,180,170,30,5,140,0,10,0,0,10,5,92%,16%,2%,75%,0%,5%,0%,0%,5%,3%
136711,180,140,30,5,100,5,5,0,0,20,15,80%,17%,3%,57%,2%,3%,0%,0%,13%,8%
136768,180,150,35,5,105,SUPP,5,SUPP,SUPP,15,15,83%,19%,2%,60%,SUPP,3%,SUPP,SUPP,9%,8%
102445,170,140,50,5,85,SUPP,10,0,SUPP,15,10,85%,31%,3%,50%,SUPP,5%,0%,SUPP,8%,7%
137077,100,90,15,SUPP,70,0,SUPP,0,0,5,5,92%,16%,SUPP,74%,0%,SUPP,0%,0%,5%,3%
137078,200,160,45,10,105,0,10,0,0,15,25,80%,23%,5%,53%,0%,4%,0%,0%,8%,12%
102448,260,230,65,5,155,5,10,0,0,20,10,89%,24%,3%,60%,2%,4%,0%,0%,7%,4%
102449,90,70,35,5,30,0,5,0,0,10,5,83%,39%,8%,36%,0%,8%,0%,0%,10%,7%
136631,180,160,50,5,105,0,SUPP,0,0,15,5,89%,29%,2%,58%,0%,SUPP,0%,0%,8%,3%
102451,210,190,60,10,115,0,10,0,SUPP,10,15,87%,28%,5%,53%,0%,4%,0%,SUPP,6%,7%
131639,230,210,55,5,145,0,10,0,0,10,10,92%,25%,3%,64%,0%,5%,0%,0%,4%,5%
134797,170,140,45,5,90,0,5,0,0,15,10,85%,27%,4%,55%,0%,3%,0%,0%,8%,6%
135004,140,100,55,10,30,SUPP,15,0,0,15,30,68%,39%,8%,20%,SUPP,9%,0%,0%,11%,21%
102532,200,170,55,0,115,SUPP,0,0,0,10,15,88%,29%,0%,58%,SUPP,0%,0%,0%,5%,7%
137009,190,160,55,5,95,5,5,0,SUPP,15,10,86%,30%,3%,50%,2%,4%,0%,SUPP,8%,5%
102535,200,160,70,SUPP,75,15,0,0,SUPP,20,15,83%,35%,SUPP,39%,8%,0%,0%,SUPP,9%,8%
102536,150,140,30,SUPP,100,5,SUPP,0,SUPP,10,5,90%,19%,SUPP,64%,5%,SUPP,0%,SUPP,6%,5%
102537,190,180,30,SUPP,145,SUPP,5,0,SUPP,10,SUPP,94%,16%,SUPP,76%,SUPP,2%,0%,SUPP,5%,SUPP
136341,210,190,60,SUPP,125,5,SUPP,0,0,15,10,88%,27%,SUPP,59%,2%,SUPP,0%,0%,7%,5%
102539,270,250,40,SUPP,200,5,SUPP,0,0,15,10,92%,15%,SUPP,75%,1%,SUPP,0%,0%,5%,3%
136522,210,180,50,0,130,0,0,0,0,20,10,87%,24%,0%,63%,0%,0%,0%,0%,9%,4%
102541,160,140,35,0,90,5,5,0,SUPP,15,5,86%,23%,0%,58%,4%,3%,0%,SUPP,9%,4%
102542,130,120,20,0,75,25,0,0,0,5,5,93%,15%,0%,59%,18%,0%,0%,0%,2%,5%
102543,180,180,45,SUPP,130,5,SUPP,0,0,SUPP,SUPP,98%,24%,SUPP,71%,2%,SUPP,0%,0%,SUPP,SUPP
102544,190,170,50,SUPP,95,20,5,0,SUPP,5,10,91%,28%,SUPP,52%,10%,2%,0%,SUPP,3%,5%
102545,180,160,40,5,110,5,5,0,0,10,5,90%,23%,3%,63%,2%,2%,0%,0%,6%,3%
102598,200,180,35,SUPP,120,25,5,0,0,10,10,90%,17%,SUPP,60%,12%,2%,0%,0%,5%,6%
102599,120,90,40,0,50,SUPP,SUPP,0,SUPP,10,10,81%,34%,0%,44%,SUPP,SUPP,0%,SUPP,10%,9%
102601,110,90,20,SUPP,70,0,SUPP,0,0,15,5,83%,18%,SUPP,64%,0%,SUPP,0%,0%,12%,5%
136615,120,120,0,0,110,10,0,0,0,0,5,96%,0%,0%,89%,7%,0%,0%,0%,0%,4%
137060,210,180,45,SUPP,125,10,5,0,0,15,10,88%,21%,SUPP,61%,5%,2%,0%,0%,6%,5%
136910,140,140,SUPP,0,140,SUPP,SUPP,0,0,0,SUPP,99%,SUPP,0%,98%,SUPP,SUPP,0%,0%,0%,SUPP
137299,150,140,25,0,105,5,SUPP,0,0,5,5,95%,18%,0%,74%,3%,SUPP,0%,0%,3%,2%
102607,150,140,25,0,95,15,SUPP,0,0,5,5,94%,17%,0%,66%,11%,SUPP,0%,0%,3%,3%
102608,80,60,20,5,30,0,5,0,0,10,10,73%,27%,9%,37%,0%,9%,0%,0%,16%,11%
102600,180,160,50,0,100,10,SUPP,0,SUPP,15,5,88%,27%,0%,55%,5%,SUPP,0%,SUPP,9%,3%
102673,230,210,70,5,110,25,5,0,SUPP,15,5,91%,30%,3%,47%,10%,3%,0%,SUPP,7%,2%
102674,220,190,100,5,75,5,5,0,5,15,15,85%,46%,1%,33%,2%,2%,0%,2%,8%,8%
102679,230,200,95,SUPP,85,10,5,0,SUPP,15,15,87%,43%,SUPP,38%,4%,2%,0%,SUPP,7%,7%
102681,200,190,35,SUPP,140,15,SUPP,0,0,5,5,95%,18%,SUPP,70%,8%,SUPP,0%,0%,2%,3%
102683,190,180,35,5,130,10,SUPP,0,0,15,5,91%,19%,2%,67%,4%,SUPP,0%,0%,7%,2%
131897,110,90,30,SUPP,45,10,SUPP,0,SUPP,10,5,83%,27%,SUPP,45%,10%,SUPP,0%,SUPP,10%,7%
134003,130,100,55,SUPP,35,5,SUPP,0,0,15,10,77%,45%,SUPP,27%,4%,SUPP,0%,0%,13%,10%
102775,190,150,50,5,30,65,5,0,0,20,15,80%,25%,4%,16%,35%,4%,0%,0%,11%,9%
102776,240,220,40,10,40,120,5,0,0,15,10,89%,17%,5%,16%,50%,2%,0%,0%,7%,4%
102777,140,130,30,5,10,80,SUPP,0,0,10,10,87%,20%,3%,8%,56%,SUPP,0%,0%,8%,6%
102778,260,220,65,5,20,130,5,0,0,20,15,87%,25%,3%,7%,51%,3%,0%,0%,7%,6%
102780,330,300,55,10,75,165,10,0,0,25,10,91%,17%,3%,22%,49%,4%,0%,0%,7%,2%
136669,250,220,65,10,40,105,10,0,0,15,10,90%,27%,4%,17%,41%,3%,0%,0%,7%,4%
102782,260,240,30,5,70,135,SUPP,SUPP,0,10,15,91%,11%,1%,27%,52%,SUPP,SUPP,0%,4%,5%
102783,210,160,70,5,10,80,5,0,0,35,15,77%,32%,2%,5%,38%,3%,0%,0%,15%,8%
102784,190,160,75,15,10,60,15,0,0,10,20,86%,41%,8%,6%,31%,7%,0%,0%,4%,10%
102785,230,210,30,5,45,130,5,0,0,10,10,92%,14%,3%,19%,56%,2%,0%,0%,4%,5%
131929,210,170,80,5,20,70,5,0,0,25,15,82%,38%,2%,9%,33%,3%,0%,0%,11%,7%
132058,270,230,75,10,35,110,10,0,SUPP,20,15,86%,28%,4%,13%,41%,4%,0%,SUPP,8%,6%
102786,180,160,10,SUPP,135,10,5,0,SUPP,15,SUPP,90%,6%,SUPP,76%,6%,2%,0%,SUPP,9%,SUPP
102787,190,170,20,5,140,5,5,0,0,10,5,92%,11%,2%,76%,4%,2%,0%,0%,5%,2%
136978,170,150,15,15,40,80,10,0,0,15,5,88%,9%,8%,24%,48%,5%,0%,0%,9%,3%
102849,170,160,45,5,100,5,5,0,5,5,5,92%,25%,3%,59%,3%,4%,0%,2%,3%,4%
102850,120,110,0,SUPP,110,SUPP,SUPP,0,0,SUPP,5,96%,0%,SUPP,94%,SUPP,SUPP,0%,0%,SUPP,3%
102851,240,220,40,5,170,5,5,0,0,10,5,93%,17%,2%,72%,3%,1%,0%,0%,4%,3%
102852,120,120,SUPP,0,110,SUPP,0,0,0,SUPP,5,96%,SUPP,0%,93%,SUPP,0%,0%,0%,SUPP,3%
102853,230,200,25,0,175,5,SUPP,0,0,15,15,88%,10%,0%,75%,3%,SUPP,0%,0%,6%,6%
102854,240,210,35,10,160,5,10,0,SUPP,20,10,87%,14%,4%,67%,1%,3%,0%,SUPP,8%,5%
102855,240,220,15,SUPP,205,SUPP,SUPP,0,SUPP,10,5,93%,5%,SUPP,86%,SUPP,SUPP,0%,SUPP,5%,2%
102856,180,180,20,SUPP,150,5,5,0,SUPP,SUPP,0,99%,11%,SUPP,85%,2%,2%,0%,SUPP,SUPP,0%
102857,180,170,30,SUPP,130,10,0,0,0,5,5,93%,17%,SUPP,70%,4%,0%,0%,0%,4%,3%
102858,230,220,55,5,145,15,5,0,0,5,10,94%,23%,2%,63%,6%,2%,0%,0%,3%,3%
133405,230,220,60,SUPP,150,5,5,0,0,10,5,92%,26%,SUPP,63%,3%,2%,0%,0%,5%,3%
102860,240,230,25,5,195,SUPP,5,0,0,5,5,95%,10%,1%,83%,SUPP,2%,0%,0%,3%,3%
102861,160,140,30,SUPP,110,0,5,0,SUPP,5,10,90%,18%,SUPP,70%,0%,3%,0%,SUPP,2%,8%
137418,90,90,10,0,65,10,0,0,0,5,SUPP,94%,10%,0%,74%,10%,0%,0%,0%,4%,SUPP
137088,190,170,40,5,125,5,0,0,0,10,5,93%,21%,2%,68%,2%,0%,0%,0%,4%,3%
136267,180,170,15,SUPP,150,5,5,0,SUPP,5,10,92%,7%,SUPP,82%,2%,2%,0%,SUPP,3%,4%
102922,140,110,65,5,15,25,5,0,0,20,5,82%,49%,4%,10%,18%,2%,0%,0%,13%,5%
102923,200,180,115,SUPP,10,50,5,0,0,20,5,88%,57%,SUPP,4%,26%,2%,0%,0%,10%,3%
102925,220,200,105,5,5,80,5,0,0,20,5,89%,48%,2%,3%,36%,3%,0%,0%,8%,3%
102928,200,170,75,SUPP,10,85,SUPP,SUPP,SUPP,15,10,88%,37%,SUPP,6%,43%,SUPP,SUPP,SUPP,7%,5%
102929,110,100,60,SUPP,5,35,5,0,0,5,5,91%,54%,SUPP,5%,31%,4%,0%,0%,6%,3%
136799,200,180,75,5,100,5,5,0,0,10,10,91%,38%,2%,50%,2%,3%,0%,0%,5%,4%
136797,210,190,70,5,110,0,5,0,0,10,10,90%,35%,1%,54%,0%,3%,0%,0%,5%,5%
136800,250,220,80,5,135,SUPP,10,0,0,20,5,91%,32%,2%,56%,SUPP,3%,0%,0%,7%,2%
136914,210,190,55,5,130,SUPP,5,0,0,15,10,89%,25%,2%,61%,SUPP,3%,0%,0%,7%,4%
103003,150,120,50,SUPP,70,5,10,0,0,20,10,82%,33%,SUPP,46%,2%,7%,0%,0%,12%,6%
136756,210,190,50,5,130,SUPP,5,0,0,15,5,89%,23%,2%,63%,SUPP,2%,0%,0%,7%,3%
136621,140,140,SUPP,0,140,0,SUPP,0,0,SUPP,SUPP,99%,SUPP,0%,98%,0%,SUPP,0%,0%,SUPP,SUPP
136795,180,170,SUPP,0,170,5,0,0,0,0,10,96%,SUPP,0%,93%,2%,0%,0%,0%,0%,4%
103009,160,150,25,0,115,10,5,0,0,SUPP,5,95%,15%,0%,73%,8%,2%,0%,0%,SUPP,4%
136785,300,270,75,5,185,0,10,0,0,25,5,89%,24%,2%,63%,0%,4%,0%,0%,8%,2%
136787,120,120,5,0,115,SUPP,0,0,0,0,SUPP,98%,2%,0%,95%,SUPP,0%,0%,0%,0%,SUPP
136789,180,170,5,0,165,5,0,0,0,5,5,97%,3%,0%,91%,3%,0%,0%,0%,2%,2%
103013,190,180,25,SUPP,150,SUPP,SUPP,0,0,5,SUPP,96%,14%,SUPP,80%,SUPP,SUPP,0%,0%,3%,SUPP
136798,120,120,5,0,110,5,0,0,0,SUPP,SUPP,97%,2%,0%,89%,6%,0%,0%,0%,SUPP,SUPP
103080,150,130,50,SUPP,5,70,SUPP,0,0,15,5,87%,35%,SUPP,5%,47%,SUPP,0%,0%,11%,2%
103094,180,160,85,SUPP,20,55,5,0,0,10,10,89%,47%,SUPP,11%,31%,2%,0%,0%,6%,4%
103095,120,110,30,SUPP,30,50,SUPP,0,0,5,5,91%,25%,SUPP,24%,41%,SUPP,0%,0%,5%,3%
103096,110,90,40,SUPP,5,45,SUPP,0,0,10,5,85%,36%,SUPP,6%,43%,SUPP,0%,0%,9%,6%
103097,170,150,60,5,75,5,10,0,0,15,10,86%,35%,4%,45%,2%,5%,0%,0%,8%,6%
103098,120,100,25,SUPP,10,60,SUPP,0,0,10,10,85%,23%,SUPP,8%,53%,SUPP,0%,0%,8%,8%
103100,110,90,30,SUPP,10,45,SUPP,0,0,10,10,83%,29%,SUPP,10%,41%,SUPP,0%,0%,10%,7%
103101,170,150,55,5,15,75,SUPP,0,SUPP,10,5,90%,34%,3%,10%,43%,SUPP,0%,SUPP,6%,4%
103103,180,160,40,5,60,55,SUPP,0,0,10,5,90%,21%,3%,34%,32%,SUPP,0%,0%,6%,4%
103105,170,150,40,5,15,85,SUPP,0,0,15,10,86%,24%,4%,10%,48%,SUPP,0%,0%,8%,6%
133287,160,130,45,5,10,70,5,0,SUPP,15,10,86%,29%,2%,8%,46%,3%,0%,SUPP,9%,5%
103106,170,160,45,SUPP,100,10,5,0,0,10,5,91%,27%,SUPP,58%,5%,2%,0%,0%,6%,3%
103107,210,190,50,5,130,10,10,0,0,10,10,91%,22%,3%,62%,4%,4%,0%,0%,5%,4%
103108,220,200,70,5,125,5,5,0,SUPP,10,5,92%,31%,2%,55%,3%,3%,0%,SUPP,5%,3%
132727,130,110,50,SUPP,25,30,SUPP,0,0,15,5,85%,39%,SUPP,21%,23%,SUPP,0%,0%,11%,4%
103480,180,150,75,10,5,55,5,0,0,30,10,79%,40%,5%,3%,30%,3%,0%,0%,16%,5%
103481,140,120,55,5,10,50,5,0,0,15,10,85%,40%,3%,6%,37%,3%,0%,0%,9%,6%
137346,110,100,35,10,40,15,10,0,0,10,5,88%,30%,9%,35%,14%,8%,0%,0%,7%,5%
103483,140,110,50,10,5,45,SUPP,0,0,15,15,81%,36%,8%,4%,32%,SUPP,0%,0%,9%,10%
103484,120,100,50,5,40,5,5,0,0,10,5,87%,43%,4%,34%,6%,4%,0%,0%,7%,6%
136592,130,130,20,10,85,10,SUPP,0,0,5,SUPP,97%,17%,7%,64%,9%,SUPP,0%,0%,2%,SUPP
103486,120,100,55,5,SUPP,40,5,0,0,10,5,86%,45%,5%,SUPP,34%,4%,0%,0%,9%,5%
103489,250,230,105,10,40,70,10,0,0,10,15,90%,41%,5%,16%,28%,3%,0%,0%,5%,6%
136589,170,140,105,15,5,20,15,0,0,25,10,81%,61%,8%,2%,11%,9%,0%,0%,14%,5%
103492,160,140,90,10,30,5,5,0,0,15,10,85%,57%,7%,18%,3%,4%,0%,0%,9%,6%
103493,120,100,45,5,15,35,5,0,0,10,15,77%,37%,2%,11%,27%,2%,0%,0%,10%,13%
103494,110,90,45,5,10,25,10,0,SUPP,10,5,83%,44%,6%,10%,22%,8%,0%,SUPP,10%,7%
103495,160,140,55,5,0,70,5,0,0,20,10,83%,34%,4%,0%,44%,2%,0%,0%,11%,6%
103497,120,110,45,5,5,55,SUPP,0,SUPP,15,0,88%,36%,3%,3%,46%,SUPP,0%,SUPP,12%,0%
103498,140,120,30,10,5,80,5,0,0,5,10,89%,21%,6%,3%,59%,5%,0%,0%,3%,8%
103499,140,110,55,20,10,30,15,0,0,15,10,81%,40%,14%,6%,22%,11%,0%,0%,12%,6%
103500,130,90,45,15,10,25,10,0,0,20,10,73%,36%,10%,8%,19%,8%,0%,0%,17%,9%
103501,120,100,40,SUPP,SUPP,55,5,0,0,15,5,82%,34%,SUPP,SUPP,45%,3%,0%,0%,14%,4%
103503,220,160,105,5,10,35,5,0,0,40,25,70%,48%,3%,4%,15%,2%,0%,0%,18%,11%
103504,120,90,55,15,10,5,10,0,0,15,10,77%,49%,15%,10%,3%,7%,0%,0%,15%,9%
103505,120,110,25,5,60,20,SUPP,0,0,5,10,89%,20%,5%,50%,15%,SUPP,0%,0%,4%,7%
136882,140,120,45,10,40,25,10,0,0,10,5,88%,33%,9%,28%,18%,6%,0%,0%,8%,4%
103509,180,170,50,10,80,25,5,0,0,10,5,91%,28%,7%,44%,13%,2%,0%,0%,5%,4%
103511,190,160,50,15,70,25,5,0,0,15,15,84%,26%,9%,38%,13%,3%,0%,0%,9%,7%
103513,250,200,55,10,85,40,15,0,SUPP,35,20,78%,23%,5%,34%,16%,6%,0%,SUPP,14%,8%
103514,290,260,40,5,120,95,10,0,SUPP,15,10,91%,14%,2%,42%,33%,3%,0%,SUPP,5%,3%
103515,200,180,70,10,80,15,10,0,0,15,10,87%,34%,6%,40%,7%,4%,0%,0%,8%,4%
103516,180,170,30,10,120,5,15,0,SUPP,10,SUPP,92%,18%,5%,65%,3%,7%,0%,SUPP,7%,SUPP
137034,200,170,85,10,55,15,5,0,0,20,10,85%,45%,6%,27%,7%,2%,0%,0%,11%,4%
103518,130,110,60,10,30,10,5,0,SUPP,10,10,82%,47%,7%,21%,6%,3%,0%,SUPP,8%,9%
103519,240,220,90,5,55,65,5,0,0,20,5,90%,38%,3%,22%,28%,1%,0%,0%,8%,3%
103520,170,140,55,5,SUPP,70,5,0,0,25,15,79%,33%,3%,SUPP,41%,2%,0%,0%,13%,8%
136778,150,150,10,0,135,5,SUPP,0,0,SUPP,5,96%,6%,0%,88%,2%,SUPP,0%,0%,SUPP,3%
103522,190,160,35,10,110,SUPP,15,0,SUPP,15,10,85%,18%,6%,59%,SUPP,7%,0%,SUPP,9%,6%
103523,250,230,50,5,170,0,5,SUPP,SUPP,10,5,92%,21%,3%,68%,0%,2%,SUPP,SUPP,5%,3%
103524,110,100,50,5,SUPP,40,SUPP,0,0,10,5,88%,46%,5%,SUPP,36%,SUPP,0%,0%,7%,5%
103526,170,120,75,15,20,10,5,0,0,25,15,74%,45%,10%,13%,7%,4%,0%,0%,16%,10%
137053,210,180,35,15,125,5,15,0,SUPP,15,10,86%,17%,6%,61%,2%,7%,0%,SUPP,8%,6%
103529,90,60,50,5,SUPP,5,5,0,0,20,5,69%,56%,8%,SUPP,4%,7%,0%,0%,23%,8%
133306,50,50,10,0,5,30,0,0,0,5,5,87%,22%,0%,11%,54%,0%,0%,0%,6%,7%
103531,160,150,35,15,90,15,5,0,SUPP,5,SUPP,95%,20%,10%,56%,8%,3%,0%,SUPP,4%,SUPP
103533,190,170,50,10,100,5,5,0,0,20,10,86%,26%,5%,51%,3%,4%,0%,0%,9%,5%
103534,120,110,75,10,20,10,5,0,0,5,SUPP,93%,63%,8%,16%,7%,5%,0%,0%,5%,SUPP
103535,120,120,5,0,115,0,0,0,0,SUPP,5,95%,3%,0%,92%,0%,0%,0%,0%,SUPP,4%
103536,150,140,10,5,120,SUPP,10,0,0,5,5,93%,6%,4%,82%,SUPP,6%,0%,0%,5%,2%
103537,160,130,40,15,70,SUPP,5,0,SUPP,25,10,78%,25%,8%,43%,SUPP,4%,0%,SUPP,16%,6%
103538,110,90,35,15,5,30,5,0,0,15,10,78%,33%,13%,4%,29%,5%,0%,0%,14%,7%
103539,110,70,35,15,25,SUPP,10,0,0,20,10,70%,33%,12%,24%,SUPP,8%,0%,0%,21%,9%
103541,210,190,50,10,110,10,20,0,5,10,15,88%,23%,6%,52%,6%,9%,0%,1%,6%,7%
103547,220,180,85,10,45,35,15,0,SUPP,30,10,81%,39%,5%,20%,16%,7%,0%,SUPP,14%,5%
103548,220,190,45,10,100,35,5,0,SUPP,15,10,88%,20%,6%,47%,15%,2%,0%,SUPP,6%,6%
103549,140,130,10,0,100,20,0,0,0,5,5,94%,6%,0%,74%,15%,0%,0%,0%,3%,3%
103550,400,320,160,40,115,5,25,0,SUPP,55,25,80%,40%,10%,29%,1%,7%,0%,SUPP,14%,6%
137047,130,130,5,0,120,5,0,0,0,SUPP,0,99%,2%,0%,92%,5%,0%,0%,0%,SUPP,0%
137046,160,150,5,SUPP,130,15,SUPP,0,0,5,SUPP,97%,3%,SUPP,82%,11%,SUPP,0%,0%,3%,SUPP
137044,120,120,SUPP,0,105,10,0,0,0,0,5,95%,SUPP,0%,85%,9%,0%,0%,0%,0%,5%
137045,90,90,0,0,90,5,0,0,0,0,0,100%,0%,0%,97%,3%,0%,0%,0%,0%,0%
137043,100,100,5,0,90,5,0,0,0,5,SUPP,95%,6%,0%,86%,4%,0%,0%,0%,4%,SUPP
103556,180,170,45,5,10,100,10,0,0,5,5,94%,26%,4%,7%,57%,5%,0%,0%,3%,3%
136908,220,200,35,15,145,0,15,0,0,10,10,90%,17%,7%,67%,0%,7%,0%,0%,5%,5%
136406,230,200,55,15,45,85,15,0,5,25,10,85%,24%,6%,18%,36%,7%,0%,1%,11%,3%
103559,180,150,65,10,40,40,SUPP,0,0,15,10,87%,37%,6%,22%,22%,SUPP,0%,0%,7%,6%
103560,170,150,30,5,100,5,10,0,SUPP,20,5,85%,18%,4%,57%,4%,5%,0%,SUPP,12%,3%
136590,150,140,35,5,80,20,5,0,0,10,5,91%,23%,3%,54%,12%,3%,0%,0%,5%,4%
