"URN","LinkURN","LinkName","LinkType","LinkEstablishedDate"
137812,103860,"The Earls High School","Parent","01-01-2012"
137813,120687,"Hartsholme Primary School","Parent","01-01-2012"
137814,115359,"Colchester Royal Grammar School","Parent","01-01-2012"
137815,105105,"Weatherhead High School Media Arts College","Parent","01-01-2012"
137825,135044,"Lickhill Primary School","Parent","01-02-2012"
137826,110861,"Impington Village College","Parent","01-02-2012"
137827,126468,"St Edmund's Church of England Girls' School and Sports College","Parent","01-02-2012"
137828,120255,"The Martin High School Anstey","Parent","01-02-2012"
137829,102445,"Northwood School","Parent","01-02-2012"
137830,104243,"Joseph Leckie Community Technology College","Parent","01-02-2012"
137831,108848,"Benedict Biscop Church of England Aided Primary School","Parent","01-02-2012"
137832,118087,"Huntcliff School","Parent","01-02-2012"
137833,118873,"The Maplesden Noakes School","Parent","01-02-2012"
137834,118787,"Mayfield Grammar School, Gravesend","Parent","01-02-2012"
137836,131599,"Wentworth Primary School","Parent","01-02-2012"
137837,118909,"The Folkestone School for Girls","Parent","01-02-2012"
137838,124907,"Thomas Wolsey School","Parent","01-02-2012"
137839,112062,"Looe Community School","Parent","01-02-2012"
137840,109315,"Broadoak Mathematics and Computing College","Parent","01-02-2012"
137842,106808,"Hall Cross School","Parent","01-02-2012"
137843,106140,"Cheadle Hulme High School","Parent","01-02-2012"
137844,131639,"Barnhill Community High School","Parent","01-02-2012"
137845,130341,"Oakhill Primary School","Parent","01-02-2012"
137847,117507,"Stanborough School","Parent","01-02-2012"
137848,102598,"Coombe Girls' School","Parent","01-02-2012"
137849,124864,"St Alban's Catholic High School","Parent","01-02-2012"
137850,125119,"Goldsworth Primary School","Parent","01-02-2012"
137851,108413,"St Thomas More Catholic School","Parent","01-02-2012"
137852,108412,"Cardinal Hume Catholic School","Parent","01-02-2012"
137853,109598,"Cranfield VC Lower School","Parent","01-02-2012"
137854,115558,"Gretton Primary School","Parent","01-02-2012"
137855,125316,"Hinchley Wood School","Parent","01-02-2012"
137856,102597,"St Agatha's Catholic Primary School","Parent","01-02-2012"
137857,122840,"Quarrydale School","Parent","01-02-2012"
137858,103556,"Hall Green School","Parent","01-02-2012"
137859,102608,"Coombe Boys' School","Parent","01-02-2012"
137860,112109,"Great Corby Primary School","Parent","01-02-2012"
137861,117568,"Little Reddings Primary School","Parent","01-02-2012"
137864,110501,"Burnham Upper School","Parent","01-04-2012"
137866,105489,"St Barnabas' CofE Primary School","Parent","01-04-2012"
137867,135192,"Thomas Clarkson Community College","Parent","01-04-2012"
137869,107757,"Salendine Nook High School","Parent","01-02-2012"
137870,106631,"St Mary's Church of England Voluntary Aided Primary School, Barnsley","Parent","01-02-2012"
137871,118339,"Graveney Primary School","Parent","01-02-2012"
137872,117580,"Bushey Meads School","Parent","01-02-2012"
137873,120635,"The Deepings School","Parent","01-02-2012"
137874,115332,"The Boswells School","Parent","01-02-2012"
137875,122166,"Kingsley School","Parent","01-02-2012"
137876,113320,"Old Priory Junior School","Parent","01-02-2012"
137877,115383,"Shenfield High School","Parent","01-02-2012"
137878,122087,"Chenderit School","Parent","01-02-2012"
137879,110894,"Gamlingay Village College","Parent","01-02-2012"
137880,110904,"Stanground College","Parent","01-04-2012"
137881,118299,"Oak Trees Community School","Parent","01-04-2012"
137882,134738,"Bell Wood Community Primary School","Parent","01-04-2012"
137883,119061,"Milestone School","Parent","01-02-2012"
137884,132006,"Clevedon School","Parent","01-02-2012"
137885,106134,"Reddish Vale Technology College","Parent","01-02-2012"
137886,109645,"Stratton Upper School and Community College","Parent","01-02-2012"
137895,117585,"The John Henry Newman Catholic School","Parent","01-03-2012"
137896,109736,"Weatherfield School","Parent","01-03-2012"
137897,112980,"Redhill Foundation Primary School","Parent","01-03-2012"
137898,131048,"Joseph Swan School","Parent","01-03-2012"
137899,106795,"Hungerhill School A Specialist Centre for Science, Mathematics and Computing","Parent","01-03-2012"
137900,108535,"St Cuthbert's High School","Parent","01-03-2012"
137901,124814,"Stradbroke Business and Enterprise College","Parent","01-03-2012"
137902,112985,"Netherthorpe School","Parent","01-03-2012"
137903,114296,"Parkside Sports College","Parent","01-03-2012"
137904,109658,"Fulbrook Middle School","Parent","01-03-2012"
137905,120354,"Forest Way School","Parent","01-03-2012"
137906,131386,"Blenheim High School","Parent","01-03-2012"
137907,102532,"Chiswick Community School","Parent","01-03-2012"
137908,113000,"Saint John Houghton Catholic School","Parent","01-03-2012"
137909,122815,"Priory Catholic Primary School, Eastwood","Parent","01-03-2012"
137910,134033,"Hanwell Fields Community School","Parent","01-03-2012"
137911,112999,"Woodlands School","Parent","01-03-2012"
137912,122122,"Sir Christopher Hatton School","Parent","01-03-2012"
137913,121189,"Notre Dame High School, Norwich","Parent","01-03-2012"
137914,117590,"Saint Joan of Arc Catholic School","Parent","01-03-2012"
137915,122958,"Nethergate School","Parent","01-03-2012"
137916,104704,"The Blue Coat School","Parent","01-03-2012"
137917,102601,"Southborough High School","Parent","01-03-2012"
137918,133550,"Woodland View Primary School","Parent","01-03-2012"
137919,123239,"Bartholomew School","Parent","01-03-2012"
137920,123070,"Rush Common School","Parent","01-03-2012"
137921,123240,"Gillotts School","Parent","01-03-2012"
137922,117589,"Saint Michael's Catholic High School","Parent","01-03-2012"
137923,106137,"Hazel Grove High School","Parent","01-03-2012"
137924,110887,"St Bede's Inter-Church School","Parent","01-03-2012"
137925,102448,"The Douay Martyrs Catholic School","Parent","01-03-2012"
137926,115357,"The Gilberd School","Parent","01-03-2012"
137927,115378,"The Stanway School","Parent","01-03-2012"
137928,102544,"Gumley House RC Convent School, FCJ","Parent","01-03-2012"
137929,105115,"Upton Hall School FCJ","Parent","01-03-2012"
137930,135899,"Tubbenden Primary School","Parent","01-03-2012"
137931,120310,"South Wigston High School","Parent","01-03-2012"
137932,120052,"Glen Hills Primary School","Parent","01-03-2012"
137933,119969,"Fairfield Community Primary School","Parent","01-03-2012"
137934,110573,"Alfriston School","Parent","01-03-2012"
137935,100363,"Sacred Heart High School","Parent","01-03-2012"
137936,123231,"Chipping Norton School","Parent","01-03-2012"
137937,115207,"The Thomas Lord Audley School","Parent","01-03-2012"
137938,117584,"Nicholas Breakspear Catholic School","Parent","01-03-2012"
137939,110397,"Bourton Meadow School","Parent","01-03-2012"
137940,102541,"Isleworth and Syon School for Boys","Parent","01-03-2012"
137941,109673,"Harlington Upper School","Parent","01-03-2012"
137942,108403,"Lord Lawson of Beamish Community School","Parent","01-03-2012"
137943,117355,"Applecroft School","Parent","01-03-2012"
137944,115364,"St Helena School","Parent","01-03-2012"
137945,115206,"Manningtree High School","Parent","01-03-2012"
137946,115369,"The Harwich School","Parent","01-03-2012"
137947,109646,"Holmemead Middle School","Parent","01-03-2012"
137947,139371,"Southlands Lower School","Parent","31-08-2013"
137947,109414,"The Lawns Nursery School","Parent","11-05-2016"
137948,109670,"Samuel Whitbread Community College","Parent","01-03-2012"
137949,121158,"Wayland Community High School","Parent","01-03-2012"
137951,106187,"Ridge Hill Primary School and Nursery","Parent","01-04-2012"
137958,101656,"St James' Roman Catholic Primary School","Parent","01-04-2012"
137959,101816,"St James the Great RC Primary and Nursery School","Parent","01-04-2012"
137960,116727,"The Vaynor First School","Parent","01-04-2012"
137961,118360,"Hampton Primary School","Parent","01-04-2012"
137962,112188,"Stramongate Primary School","Parent","01-04-2012"
137963,113330,"Stowford Primary School","Parent","01-04-2012"
137964,110520,"Hamilton Primary School","Parent","01-04-2012"
137965,101465,"Blackfen School for Girls","Parent","01-04-2012"
137966,100641,"St Martin in the Fields High School for Girls","Parent","01-04-2012"
137967,108245,"Horbury Bridge Church of England Voluntary Controlled Junior and Infant School","Parent","01-04-2012"
137968,120271,"Redmoor High School","Parent","01-04-2012"
137969,120266,"Bosworth Community College","Parent","01-04-2012"
137970,123251,"The Cherwell School","Parent","01-04-2012"
137971,114800,"Moulsham Junior School","Parent","01-04-2012"
137972,103907,"Mesty Croft Primary School","Parent","01-04-2012"
137973,119735,"Montgomery High School - A Language College and Full Service School","Parent","01-04-2012"
137974,104263,"Aldridge School - A Science College","Parent","01-04-2012"
137975,115373,"Helena Romanes School and Sixth Form Centre","Parent","01-04-2012"
137976,123246,"Langtree School","Parent","01-04-2012"
137977,120679,"Washingborough Primary School","Parent","01-04-2012"
137978,134868,"Witham St Hughs Primary School","Parent","01-04-2012"
137979,110321,"Chepping View Primary School","Parent","01-04-2012"
137980,125817,"Edward Bryant Primary School","Parent","01-04-2012"
137981,122827,"Ashfield Comprehensive School","Parent","01-04-2012"
137982,114585,"Beacon Community College","Parent","01-04-2012"
137983,120267,"Wreake Valley Community College","Parent","01-04-2012"
137984,120311,"Abington High School","Parent","01-04-2012"
137984,138892,"Bushloe High School","Parent","01-09-2015"
137985,117506,"Presdales School","Parent","01-04-2012"
137986,122765,"North Leverton CofE Primary School","Parent","01-04-2012"
137987,107479,"Bradshaw Primary School","Parent","01-04-2012"
137988,103535,"Bishop Vesey's Grammar School","Parent","01-04-2012"
137989,125582,"Henry Hinde Infant School","Parent","01-04-2012"
137990,118434,"High Halstow Primary School","Parent","01-04-2012"
137991,105194,"Harwood Meadows Primary School","Parent","01-04-2012"
137992,123060,"Faringdon Infant School","Parent","01-04-2012"
137993,123262,"Faringdon Community College","Parent","01-04-2012"
137994,101561,"Convent of Jesus and Mary Language College","Parent","01-04-2012"
137995,102543,"St Mark's Catholic School","Parent","01-04-2012"
137996,117789,"Middlethorpe Primary School","Parent","01-04-2012"
137997,117689,"Woolgrove School","Parent","01-04-2012"
137998,130390,"The Bicknell School","Parent","01-04-2012"
138000,134472,"St George's CofE VA Primary School","Parent","01-04-2012"
138001,118669,"Pluckley Church of England Primary School","Parent","01-04-2012"
138002,111427,"Knutsford High School","Parent","01-04-2012"
138003,109667,"Gilbert Inglefield Middle School","Parent","01-04-2012"
138004,136370,"Gorse Hill Primary School","Parent","01-04-2012"
138005,126242,"Seven Fields Primary School","Parent","01-04-2012"
138006,108283,"Knottingley High School and Sports College","Parent","01-04-2012"
138007,106681,"Hatfield Woodhouse Primary School","Parent","01-04-2012"
138008,106705,"Hatfield Crookesbroom Primary School","Parent","01-04-2012"
138009,123061,"Faringdon Junior School","Parent","01-04-2012"
138011,105177,"Eagley Infant School","Parent","01-04-2012"
138012,110105,"The Westgate School","Parent","01-04-2012"
138013,110088,"Cippenham Primary School","Parent","01-04-2012"
138014,118058,"St Joseph's RC Primary School","Parent","01-04-2012"
138015,118039,"St Mary's Catholic Primary School","Parent","01-04-2012"
138016,118041,"St Bernadette's Catholic Primary School","Parent","01-04-2012"
138017,118042,"Saint Augustine Webster Catholic Primary School","Parent","01-04-2012"
138018,118119,"St Bede's Catholic School","Parent","01-04-2012"
138019,118838,"The Norton Knatchbull School","Parent","01-04-2012"
138020,126462,"The John of Gaunt School","Parent","01-04-2012"
138021,109497,"St Christophers Lower School","Parent","01-04-2012"
138022,109606,"St Mary's VC Lower School","Parent","01-04-2012"
138023,103729,"Coundon Court School and Community College","Parent","01-04-2012"
138024,112048,"Wadebridge School","Parent","01-04-2012"
138025,108683,"Monkton Junior School","Parent","01-04-2012"
138026,116728,"Webheath First School","Parent","01-04-2012"
138027,109695,"Henlow VC Middle School","Parent","01-04-2012"
138028,131207,"Lyons Hall School","Parent","01-04-2012"
138029,110677,"Godmanchester Primary School","Parent","01-04-2012"
138030,122053,"Huxlow Science College","Parent","01-04-2012"
138032,135060,"King Charles I Secondary School","Parent","01-04-2012"
138033,103940,"Victoria Park Primary","Parent","01-04-2012"
138034,118342,"Luddenham School","Parent","01-04-2012"
138035,116706,"Lugwardine Primary School","Parent","01-04-2012"
138036,106419,"Tyldesley Primary School","Parent","01-04-2012"
138037,116886,"St Paul's CofE Primary School","Parent","01-04-2012"
138038,116410,"Cowplain Community School","Parent","01-04-2012"
138039,121152,"Hellesdon High School","Parent","01-04-2012"
138040,113849,"The Epiphany Church of England Primary School","Parent","01-04-2012"
138041,113508,"Braunton School and Community College","Parent","01-04-2012"
138042,117586,"Marlborough School","Parent","01-04-2012"
138043,124107,"Bursley Primary School","Parent","01-04-2012"
